timestamp,rpic,asmfish_1,asmfish_2,asmfish_3,asmfish_4,asmfish_5,sysbench_cpu,voltage_1,power_factor_1,active_power_1,current_1,voltage_2,power_factor_2,active_power_2,current_2,voltage_3,power_factor_3,active_power_3,current_3,voltage_4,power_factor_4,active_power_4,current_4,voltage_5,power_factor_5,active_power_5,current_5,voltage_6,power_factor_6,active_power_6,current_6
1632821369.0,0,0.0,0.0,0.0,0.0,0.0,0,229.2,0.851,27.0,0.143,228.45,0.854,29.0,0.148,228.97,0.843,36.0,0.187,228.31,0.853,29.0,0.147,229.05,0.844,28.0,0.145,228.63,0.754,26.0,0.154
1632821370.0,0,0.0,0.0,0.0,0.0,0.0,0,229.2,0.851,27.0,0.143,228.45,0.854,29.0,0.148,228.97,0.843,36.0,0.187,228.31,0.853,29.0,0.147,229.05,0.844,28.0,0.145,228.63,0.754,26.0,0.154
1632821371.0,0,0.0,0.0,0.0,0.0,0.0,0,229.2,0.851,27.0,0.143,228.45,0.854,29.0,0.148,228.97,0.843,36.0,0.187,228.31,0.853,29.0,0.147,229.05,0.844,28.0,0.145,228.63,0.754,26.0,0.154
1632821372.0,0,0.0,0.0,0.0,0.0,0.0,0,229.2,0.851,27.0,0.143,228.45,0.854,29.0,0.148,228.97,0.843,36.0,0.187,228.31,0.853,29.0,0.147,229.05,0.844,28.0,0.145,228.63,0.754,26.0,0.154
1632821373.0,0,0.0,0.0,0.0,0.0,0.0,0,229.2,0.851,27.0,0.143,228.45,0.854,29.0,0.148,228.97,0.843,36.0,0.187,228.31,0.853,29.0,0.147,229.05,0.844,28.0,0.145,228.63,0.754,26.0,0.154
1632821374.0,0,0.0,0.0,0.0,0.0,0.0,0,229.2,0.851,27.0,0.143,228.45,0.854,29.0,0.148,228.97,0.843,36.0,0.187,228.31,0.853,29.0,0.147,229.05,0.844,28.0,0.145,228.63,0.754,26.0,0.154
1632821375.0,0,0.0,0.0,0.0,0.0,0.0,0,229.2,0.851,27.0,0.143,228.45,0.854,29.0,0.148,228.97,0.843,36.0,0.187,228.31,0.853,29.0,0.147,229.05,0.844,28.0,0.145,228.63,0.754,26.0,0.154
1632821377.0,0,0.0,0.0,0.0,0.0,0.0,0,229.2,0.851,27.0,0.143,228.45,0.854,29.0,0.148,228.97,0.843,36.0,0.187,228.31,0.853,29.0,0.147,229.05,0.844,28.0,0.145,228.63,0.754,26.0,0.154
1632821378.0,0,0.0,0.0,0.0,0.0,0.0,0,229.33,0.85,28.0,0.144,228.53,0.855,30.0,0.149,229.13,0.85,28.0,0.148,228.32,0.852,29.0,0.148,229.13,0.844,27.0,0.144,228.36,0.751,26.0,0.155
1632821379.0,0,0.0,0.0,0.0,0.0,0.0,0,229.33,0.85,28.0,0.144,228.53,0.855,30.0,0.149,229.13,0.85,28.0,0.148,228.32,0.852,29.0,0.148,229.13,0.844,27.0,0.144,228.36,0.751,26.0,0.155
