<<<<<<< Updated upstream
version https://git-lfs.github.com/spec/v1
oid sha256:d1d2a9a393f04f0afda22959a4e91ae65a3cdf804c6774b0c0c3f863fae3939f
size 362683
=======
timestamp,rpic,asmfish_1,asmfish_2,asmfish_3,asmfish_4,asmfish_5,sysbench_cpu,voltage_1,power_factor_1,active_power_1,current_1,voltage_2,power_factor_2,active_power_2,current_2,voltage_3,power_factor_3,active_power_3,current_3,voltage_4,power_factor_4,active_power_4,current_4,voltage_5,power_factor_5,active_power_5,current_5,voltage_6,power_factor_6,active_power_6,current_6
1634146141.0,0,0.0,0.0,0.0,0.0,0.0,403.03,229.0,0.843,28.0,0.15,228.1,0.786,54.0,0.299,228.88,0.845,28.0,0.149,228.26,0.843,30.0,0.153,229.07,0.846,28.0,0.145,228.09,0.776,28.0,0.159
1634146142.0,0,0.0,0.0,0.0,0.0,0.0,406.06,229.0,0.843,28.0,0.15,228.1,0.786,54.0,0.299,228.88,0.845,28.0,0.149,228.26,0.843,30.0,0.153,229.07,0.846,28.0,0.145,228.09,0.776,28.0,0.159
1634146144.0,0,0.0,0.0,0.0,0.0,0.0,406.06,229.0,0.843,28.0,0.15,228.1,0.786,54.0,0.299,228.88,0.845,28.0,0.149,228.26,0.843,30.0,0.153,229.07,0.846,28.0,0.145,228.09,0.776,28.0,0.159
1634146145.0,0,0.0,0.0,0.0,0.0,0.0,400.0,229.0,0.843,28.0,0.15,228.1,0.786,54.0,0.299,228.88,0.845,28.0,0.149,228.26,0.843,30.0,0.153,229.07,0.846,28.0,0.145,228.09,0.776,28.0,0.159
1634146147.0,0,0.0,0.0,0.0,0.0,0.0,403.03,229.0,0.843,28.0,0.15,228.1,0.786,54.0,0.299,228.88,0.845,28.0,0.149,228.26,0.843,30.0,0.153,229.07,0.846,28.0,0.145,228.09,0.776,28.0,0.159
1634146148.0,0,0.0,0.0,0.0,0.0,0.0,400.0,229.0,0.843,28.0,0.15,228.1,0.786,54.0,0.299,228.88,0.845,28.0,0.149,228.26,0.843,30.0,0.153,229.07,0.846,28.0,0.145,228.09,0.776,28.0,0.159
1634146150.0,0,0.0,0.0,0.0,0.0,0.0,406.06,229.0,0.843,28.0,0.15,228.1,0.786,54.0,0.299,228.88,0.845,28.0,0.149,228.26,0.843,30.0,0.153,229.07,0.846,28.0,0.145,228.09,0.776,28.0,0.159
1634146152.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146153.0,0,0.0,0.0,0.0,0.0,0.0,400.0,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146155.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146156.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146158.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146159.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146161.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146162.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146164.0,0,0.0,0.0,0.0,0.0,0.0,402.94,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146165.0,0,0.0,0.0,0.0,0.0,0.0,402.94,228.91,0.842,28.0,0.15,228.22,0.781,55.0,0.304,229.07,0.844,28.0,0.15,228.07,0.843,30.0,0.154,228.96,0.847,28.0,0.145,228.12,0.78,28.0,0.159
1634146167.0,0,0.0,0.0,0.0,0.0,0.0,403.03,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146168.0,0,0.0,0.0,0.0,0.0,0.0,391.18,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146170.0,0,0.0,0.0,0.0,0.0,0.0,406.06,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146172.0,0,0.0,0.0,0.0,0.0,0.0,406.06,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146173.0,0,0.0,0.0,0.0,0.0,0.0,403.03,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146175.0,0,0.0,0.0,0.0,0.0,0.0,403.03,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146176.0,0,0.0,0.0,0.0,0.0,0.0,394.12,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146178.0,0,0.0,0.0,0.0,0.0,0.0,403.03,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146179.0,0,0.0,0.0,0.0,0.0,0.0,397.06,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146181.0,0,0.0,0.0,0.0,0.0,0.0,403.03,229.01,0.842,29.0,0.15,228.29,0.778,55.0,0.307,229.1,0.844,29.0,0.151,228.25,0.843,30.0,0.155,229.14,0.846,28.0,0.145,228.24,0.767,27.0,0.156
1634146182.0,0,0.0,0.0,0.0,0.0,0.0,397.06,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158
1634146184.0,0,0.0,0.0,0.0,0.0,0.0,403.03,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158
1634146185.0,0,0.0,0.0,0.0,0.0,0.0,400.0,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158
1634146187.0,0,0.0,0.0,0.0,0.0,0.0,391.18,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158
1634146188.0,0,0.0,0.0,0.0,0.0,0.0,400.0,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158
1634146190.0,0,0.0,0.0,0.0,0.0,0.0,403.03,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158
