<<<<<<< Updated upstream
version https://git-lfs.github.com/spec/v1
oid sha256:4d3f240812408ad312f5c54b3b6caa6e4758a2f290cc4f245264eaf528db0ec3
size 1419800
=======
timestamp,rpic,asmfish_1,asmfish_2,asmfish_3,asmfish_4,asmfish_5,sysbench_cpu,voltage_1,power_factor_1,active_power_1,current_1,voltage_2,power_factor_2,active_power_2,current_2,voltage_3,power_factor_3,active_power_3,current_3,voltage_4,power_factor_4,active_power_4,current_4,voltage_5,power_factor_5,active_power_5,current_5,voltage_6,power_factor_6,active_power_6,current_6
1633633391.0,0.0,0.0,0.0,0.0,0.0,0.0,0,230.31,0.839,29.0,0.15,229.53,0.842,31.0,0.156,230.3,0.836,29.0,0.152,229.63,0.839,30.0,0.155,230.32,0.842,28.0,0.148,229.62,0.753,27.0,0.157
1633633393.0,0.0,0.0,0.0,0.0,0.0,0.0,0,230.31,0.839,29.0,0.15,229.53,0.842,31.0,0.156,230.3,0.836,29.0,0.152,229.63,0.839,30.0,0.155,230.32,0.842,28.0,0.148,229.62,0.753,27.0,0.157
1633633394.0,0.0,0.0,0.0,0.0,0.0,0.0,0,230.31,0.839,29.0,0.15,229.53,0.842,31.0,0.156,230.3,0.836,29.0,0.152,229.63,0.839,30.0,0.155,230.32,0.842,28.0,0.148,229.62,0.753,27.0,0.157
1633633395.0,0.0,0.0,0.0,0.0,0.0,0.0,0,230.38,0.837,29.0,0.153,229.49,0.844,31.0,0.156,230.35,0.838,29.0,0.152,229.37,0.839,31.0,0.156,230.34,0.841,28.0,0.149,229.46,0.751,27.0,0.157
1633633415.0,0.0,0.0,0.0,0.0,0.0,0.0,0,230.24,0.839,29.0,0.152,229.29,0.843,31.0,0.156,230.03,0.838,29.0,0.152,229.27,0.838,31.0,0.156,230.07,0.841,28.0,0.148,229.56,0.755,27.0,0.157
1633633735.0,97.06,0.0,0.0,0.0,0.0,0.0,0,229.85,0.837,29.0,0.151,228.95,0.842,30.0,0.155,230.04,0.838,29.0,0.152,228.96,0.839,30.0,0.155,229.92,0.84,28.0,0.148,229.02,0.761,27.0,0.158
1633633737.0,100.0,0.0,0.0,0.0,0.0,0.0,0,229.85,0.837,29.0,0.151,228.95,0.842,30.0,0.155,230.04,0.838,29.0,0.152,228.96,0.839,30.0,0.155,229.92,0.84,28.0,0.148,229.02,0.761,27.0,0.158
1633633738.0,97.06,0.0,0.0,0.0,0.0,0.0,0,229.85,0.837,29.0,0.151,228.95,0.842,30.0,0.155,230.04,0.838,29.0,0.152,228.96,0.839,30.0,0.155,229.92,0.84,28.0,0.148,229.02,0.761,27.0,0.158
1633633739.0,100.0,0.0,0.0,0.0,0.0,0.0,0,229.85,0.837,29.0,0.151,228.95,0.842,30.0,0.155,230.04,0.838,29.0,0.152,228.96,0.839,30.0,0.155,229.92,0.84,28.0,0.148,229.02,0.761,27.0,0.158
1633633741.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633742.0,97.06,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633744.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633745.0,97.06,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633746.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633748.0,97.06,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633749.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633750.0,97.06,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633752.0,97.06,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633753.0,97.06,0.0,0.0,0.0,0.0,0.0,0,230.17,0.837,28.0,0.15,229.2,0.844,30.0,0.154,230.16,0.839,29.0,0.151,229.19,0.839,30.0,0.154,230.17,0.841,28.0,0.148,229.15,0.831,46.0,0.243
1633633755.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.05,0.838,28.0,0.149,229.32,0.843,30.0,0.154,230.2,0.837,29.0,0.153,229.35,0.837,30.0,0.155,230.22,0.839,28.0,0.148,229.25,0.831,46.0,0.244
1633633756.0,97.06,0.0,0.0,0.0,0.0,0.0,0,230.05,0.838,28.0,0.149,229.32,0.843,30.0,0.154,230.2,0.837,29.0,0.153,229.35,0.837,30.0,0.155,230.22,0.839,28.0,0.148,229.25,0.831,46.0,0.244
1633633757.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.05,0.838,28.0,0.149,229.32,0.843,30.0,0.154,230.2,0.837,29.0,0.153,229.35,0.837,30.0,0.155,230.22,0.839,28.0,0.148,229.25,0.831,46.0,0.244
1633633759.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.05,0.838,28.0,0.149,229.32,0.843,30.0,0.154,230.2,0.837,29.0,0.153,229.35,0.837,30.0,0.155,230.22,0.839,28.0,0.148,229.25,0.831,46.0,0.244
1633633760.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.05,0.838,28.0,0.149,229.32,0.843,30.0,0.154,230.2,0.837,29.0,0.153,229.35,0.837,30.0,0.155,230.22,0.839,28.0,0.148,229.25,0.831,46.0,0.244
1633633761.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.05,0.838,28.0,0.149,229.32,0.843,30.0,0.154,230.2,0.837,29.0,0.153,229.35,0.837,30.0,0.155,230.22,0.839,28.0,0.148,229.25,0.831,46.0,0.244
1633633763.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.05,0.838,28.0,0.149,229.32,0.843,30.0,0.154,230.2,0.837,29.0,0.153,229.35,0.837,30.0,0.155,230.22,0.839,28.0,0.148,229.25,0.831,46.0,0.244
1633633764.0,97.06,0.0,0.0,0.0,0.0,0.0,0,230.05,0.838,28.0,0.149,229.32,0.843,30.0,0.154,230.2,0.837,29.0,0.153,229.35,0.837,30.0,0.155,230.22,0.839,28.0,0.148,229.25,0.831,46.0,0.244
1633633765.0,100.0,0.0,0.0,0.0,0.0,0.0,0,230.05,0.838,28.0,0.149,229.32,0.843,30.0,0.154,230.2,0.837,29.0,0.153,229.35,0.837,30.0,0.155,230.22,0.839,28.0,0.148,229.25,0.831,46.0,0.244
